,ID,Address,Post Date,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Direction,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
7783,10153,"Tran Duy Hung, Trung Hoa, Cau Giay, Ha Noi",2024-08-03,3,2024,cau giay,12.3,70.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7784,10154,"Đong Quan, Nghia Đo, Cau Giay, Ha Noi",2024-08-05,3,2024,cau giay,16.0,60.0,nha rieng,,,,,,,Not provided,21.0397291,105.8035996
7785,10155,"Đao Tan, Cong Vi, Ba Đinh, Ha Noi",2024-08-05,3,2024,ba đinh,12.8,50.0,nha rieng,,,,,,,Not provided,21.0323732,105.8095708
7786,10156,"Pho Yen Hoa, Yen Hoa, Cau Giay, Ha Noi",2024-08-05,3,2024,cau giay,18.6,81.0,nha rieng,,,,,,,Not provided,21.0232671,105.7946587
7787,10157,"Đuong Xuan Thuy, Dich Vong Hau, Cau Giay, Ha Noi",2024-08-05,3,2024,cau giay,18.3,105.0,nha rieng,,,,,,,Not provided,21.0366738,105.7851264
7788,10158,"Thuy Huong, Chuong My, Ha Noi",2024-08-05,3,2024,chuong my,1.7,33.0,nha rieng,,,,,,,Not provided,20.9072654,105.7145801
7789,10159,"Nguyen Ngoc Vu, Trung Hoa, Cau Giay, Ha Noi",2024-08-05,3,2024,cau giay,15.0,60.0,nha rieng,,,,,,,Not provided,21.0118604,105.8082825
7790,10160,"Trung Hoa, Cau Giay, Ha Noi",2024-08-06,3,2024,cau giay,18.0,64.0,nha rieng,,,,,,,Not provided,21.0101531,105.7988345
7791,10161,"Phung Chi Kien, Nghia Đo, Cau Giay, Ha Noi",2024-08-06,3,2024,cau giay,15.9,80.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7792,10162,"Đuong Linh Nam, Vinh Hung, Hoang Mai, Ha Noi",2024-08-07,3,2024,hoang mai,6.75,40.0,nha rieng,,,,,,,Not provided,20.983572,105.8755262
7793,10163,"Đuong Quoc lo 3, Tien Duong, Đong Anh, Ha Noi",2024-07-16,3,2024,đong anh,3.4,65.0,nha rieng,,,,,,,Not provided,21.142141586284684,105.8334892020386
7794,10164,"Hoang Cau, O Cho Dua, Đong Đa, Ha Noi",2024-07-16,3,2024,đong đa,18.5,70.0,nha rieng,,,,,,,Not provided,21.0164718,105.8219245
7795,10165,"Huynh Thuc Khang, Lang Thuong, Đong Đa, Ha Noi",2024-07-18,3,2024,đong đa,15.8,43.0,nha rieng,,,,,,,Not provided,21.0203109,105.8073546
7796,10166,"Khuong Trung, Thanh Xuan, Ha Noi",2024-07-20,3,2024,thanh xuan,11.5,62.0,nha rieng,,,,,,,Not provided,20.99747092517771,105.81823641478881
7797,10167,"Đuong Xuan La-Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2024-07-20,3,2024,,31.0,200.0,nha rieng,Khong xac đinh,,,,,1.0,Yes,10.8019128,106.7647475
7798,10168,"QL 23, Tam Đong, Me Linh, Ha Noi",2024-07-19,3,2024,me linh,0.33,100.0,nha rieng,,,,,,,Not provided,10.7971686,106.6756073
7799,10169,"QL 23, Đai Thinh, Me Linh, Ha Noi",2024-07-20,3,2024,me linh,0.41,88.0,nha rieng,,,,,,,Not provided,21.0065456,105.82157
7800,10170,"Huynh Thuc Khang, Đong Đa, Ha Noi",2024-07-20,3,2024,đong đa,16.0,44.0,nha rieng,,,,,,,Not provided,21.0192849,105.8093784
7801,10171,"Pho Duong Quang Ham, Quan Hoa, Cau Giay, Ha Noi",2024-07-20,3,2024,cau giay,6.39,36.0,nha rieng,,,,,,,Not provided,21.0349565,105.7987714
7802,10172,"My Đinh 2, Nam Tu Liem, Ha Noi",2024-07-21,3,2024,,7.8,52.0,nha rieng,,,,,,,Not provided,21.0279571,105.771796
7803,10173,"Phu My, My Đinh 1, Nam Tu Liem, Ha Noi",2024-07-21,3,2024,,7.95,43.0,nha rieng,,,,,,,Not provided,21.0297319,105.7705587
7804,10174,"Le Quang Đao, Phu Đo, Nam Tu Liem, Ha Noi",2024-07-21,3,2024,,8.199,31.0,nha rieng,,,,,,,Not provided,21.0122707,105.7708646
7805,10175,"Phu My, My Đinh 1, Nam Tu Liem, Ha Noi",2024-07-22,3,2024,,5.3,35.0,nha rieng,,,,,,,Not provided,21.0297319,105.7705587
7806,10176,"Đuong Chien Thang, Van Quan, Ha Đong, Ha Noi",2024-07-23,3,2024,ha đong,7.4,36.0,nha rieng,,,,,,,Not provided,20.982899758691335,105.79310388781542
7807,10177,"Bui Xuong Trach, Khuong Đinh, Thanh Xuan, Ha Noi",2024-07-23,3,2024,thanh xuan,4.2,43.0,nha rieng,,,,,,,Not provided,20.99026766649178,105.81756419471235
7808,10178,"Tho Quan, Đong Đa, Ha Noi",2024-07-23,3,2024,đong đa,10.9,45.0,nha rieng,,,,,,,Not provided,21.0169746,105.834167
7809,10180,"Dich Vong, Cau Giay, Ha Noi",2024-06-30,2,2024,cau giay,5.7,36.0,nha rieng,,6.0,5.0,4.0,3.0,1.0,Yes,21.0347067,105.7923394
7810,10181,"Pho NHan Hoa, Nhan Chinh, Thanh Xuan, Ha Noi",2024-06-30,2,2024,thanh xuan,4.5,39.0,nha rieng,,4.0,3.0,4.0,4.0,1.0,Yes,21.002125,105.8089493
7811,10182,"Nguyen Van Huyen, Nghia Đo, Cau Giay, Ha Noi",2024-07-01,3,2024,cau giay,14.8,55.0,nha rieng,,4.0,3.0,8.0,3.0,1.0,Yes,21.0420749,105.7977339
7812,10183,"O Cho Dua, Đong Đa, Ha Noi",2024-07-03,3,2024,đong đa,7.9,35.0,nha rieng,,5.0,4.0,,3.0,1.0,Yes,21.0200535,105.8246266
7813,10184,"Co Nhue 2, Bac Tu Liem, Ha Noi",2024-07-03,3,2024,,5.5,36.0,nha rieng,,,,,,,Not provided,21.046723,105.7484312
7814,10185,"Lang, Lang Thuong, Đong Đa, Ha Noi",2024-07-03,3,2024,đong đa,11.5,41.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7815,10187,"Khuong Đinh, Thanh Xuan, Ha Noi",2024-07-07,3,2024,thanh xuan,5.5,35.0,nha rieng,,,,,,,Not provided,20.9887356,105.8187558
7816,10188,"La Thanh, O Cho Dua, Đong Đa, Ha Noi",2024-07-07,3,2024,đong đa,10.8,36.0,nha rieng,,,,,,,Not provided,21.0220407,105.8239467
7817,10189,"Hoang Van Thai, Khuong Mai, Thanh Xuan, Ha Noi",2024-07-07,3,2024,thanh xuan,11.95,40.0,nha rieng,,,,,,,Not provided,20.993927,105.8314531
7818,10190,"Vinh Ngoc, Đong Anh, Ha Noi",2024-07-08,3,2024,đong anh,3.35,50.0,nha rieng,,,,,,,Not provided,21.117241800816053,105.83118163318788
7819,10192,"Ly Thuong Kiet, Cua Nam, Hoan Kiem, Ha Noi",2024-07-07,3,2024,hoan kiem,8.0,40.0,nha rieng,,,,,,,Not provided,21.0252671,105.8438894
7820,10194,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2024-07-10,3,2024,,5.3,30.0,nha rieng,Tay Nam,4.0,3.0,3.0,3.0,1.0,Yes,21.0713471,105.7932944
7821,10195,"La Khe, Ha Đong, Ha Noi",2024-07-10,3,2024,ha đong,13.0,50.0,nha rieng,,,,,,,Not provided,20.968589453036646,105.75555460273287
7822,10196,"Đuong Cau Giay, Quan Hoa, Cau Giay, Ha Noi",2024-07-10,3,2024,cau giay,12.5,54.0,nha rieng,,,,,,,Not provided,21.0319529,105.7995321
7823,10198,"Duong Noi, Ha Đong, Ha Noi",2024-07-12,3,2024,ha đong,4.8,44.0,nha rieng,,,,,,,Not provided,20.979868,105.7439194
7824,10199,"Tu Hiep, Thanh Tri, Ha Noi",2024-06-17,2,2024,thanh tri,6.0,33.0,nha rieng,,,,5.0,,,Yes,10.876248,106.660338
7825,10200,"Van Đien, Thanh Tri, Ha Noi",2024-06-17,2,2024,thanh tri,7.0,32.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7826,10201,"Đao Tan, Cong Vi, Ba Đinh, Ha Noi",2024-06-16,2,2024,ba đinh,8.0,41.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7827,10202,"Thai Ha, Đong Đa, Trung Liet, Đong Đa, Ha Noi",2024-06-17,2,2024,đong đa,10.5,46.0,nha rieng,,,,,,,Not provided,21.010640976901822,105.82238169353683
7828,10204,"Nguyen Khang, Yen Hoa, Cau Giay, Ha Noi",2024-06-17,2,2024,cau giay,10.5,42.0,nha rieng,,,,,,,Not provided,21.027639929639474,105.79645860940218
7829,10205,"Lang Thuong, Đong Đa, Ha Noi",2024-06-20,2,2024,đong đa,11.5,51.0,nha rieng,,,,,,,Not provided,21.0180725,105.8299495
7830,10206,"Yen Nghia, Ha Đong, Ha Noi",2024-06-21,2,2024,ha đong,2.9,35.0,nha rieng,,,,,,,Not provided,20.9540586,105.7409852
7831,10207,"Đuong Tran Quoc Hoan, Nghia Tan, Cau Giay, Ha Noi",2024-06-21,2,2024,cau giay,17.0,45.0,nha rieng,,,,,,,Not provided,21.036120299545626,105.7907247170806
7832,10208,"Kim Ma, Ba Đinh, Ha Noi",2024-06-22,2,2024,ba đinh,3.2,26.0,nha rieng,,,,,,,Not provided,21.0316443,105.8246266
7833,10209,"Thuy Khue, Tay Ho, Ha Noi",2024-06-22,2,2024,tay ho,6.8,43.0,nha rieng,,,,,,,Not provided,21.046133,105.8246266
7834,10210,"Dich Vong, Dich Vong, Cau Giay, Ha Noi",2024-06-23,2,2024,cau giay,11.2,56.0,nha rieng,,,,,,,Not provided,21.03355611741476,105.7937240973115
7835,10212,"Nhan Chinh, Thanh Xuan, Ha Noi",2024-06-22,2,2024,thanh xuan,2.75,24.0,nha rieng,,,,,,,Not provided,21.0046148,105.8040796
7836,10213,"Khuong Ha, Khuong Đinh, Thanh Xuan, Ha Noi",2024-06-24,2,2024,thanh xuan,6.9,51.0,nha rieng,,,,,,,Not provided,20.9922632,105.8157908
7837,10214,"Hoa Bang, Yen Hoa, Cau Giay, Ha Noi",2024-06-23,2,2024,cau giay,13.2,40.0,nha rieng,,7.0,6.0,8.0,4.0,1.0,Yes,21.026244918469345,105.79650589841962
7838,10215,"Di Ai, Di Trach, Hoai Đuc, Ha Noi",2024-06-21,2,2024,hoai đuc,4.15,41.0,nha rieng,,,,,,,Not provided,21.0514761,105.7252325
7839,10216,"Vinh Ngoc, Đong Anh, Ha Noi",2024-06-24,2,2024,đong anh,7.8,80.0,nha rieng,,,,,,,Not provided,10.7971686,106.6756073
7840,10217,"Vong Thi, Buoi, Tay Ho, Ha Noi",2024-06-05,2,2024,tay ho,39.0,790.0,nha rieng,,9.0,11.0,7.0,11.0,1.0,Yes,21.0516835,105.8112908
7841,10218,"Nghi Tam, Yen Phu, Tay Ho, Ha Noi",2024-06-04,2,2024,tay ho,12.5,47.0,nha rieng,,,,,,,Not provided,21.054281,105.837247
7842,10219,"Bach Thai Buoi, Van Quan, Ha Đong, Ha Noi",2024-06-07,2,2024,ha đong,6.45,58.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7843,10220,"Vinh Quynh, Thanh Tri, Ha Noi",2024-06-07,2,2024,thanh tri,2.85,38.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7844,10221,"6, nam đong, Trung Tu, Đong Đa, Ha Noi",2024-06-07,2,2024,đong đa,10.8,68.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7845,10222,"Pho Trung Kinh, Yen Hoa, Cau Giay, Ha Noi",2024-06-07,2,2024,cau giay,10.7,60.0,nha rieng,,,,,,,Yes,21.016212463449765,105.79162392765282
7846,10223,"Ngoc Hoi, Thanh Tri, Ha Noi",2024-06-21,2,2024,thanh tri,6.0,35.0,nha rieng,,,,,,,Not provided,20.9182821,105.843708
7847,10224,"Chua Lang, Lang Thuong, Đong Đa, Ha Noi",2024-06-08,2,2024,đong đa,19.5,52.0,nha rieng,Khong xac đinh,5.0,5.0,,6.0,1.0,Yes,10.8019128,106.7647475
7848,10225,"Thai Ha, Trung Liet, Đong Đa, Ha Noi",2024-06-08,2,2024,đong đa,33.3,98.0,nha rieng,Khong xac đinh,7.0,8.0,,7.0,1.0,Yes,10.8019128,106.7647475
7849,10226,"Huynh Thuc Khang, Lang Ha, Đong Đa, Ha Noi",2024-06-08,2,2024,đong đa,18.3,55.0,nha rieng,Khong xac đinh,8.0,8.0,,7.0,1.0,Yes,10.8019128,106.7647475
7850,10227,"Nguyen Nhu Đo, Van Mieu, Đong Đa, Ha Noi",2024-06-08,2,2024,đong đa,4.38,32.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7851,10228,"Đao Tan, Cong Vi, Ba Đinh, Ha Noi",2024-06-08,2,2024,ba đinh,4.95,35.0,nha rieng,,,,,,,Not provided,21.0323732,105.8095708
7852,10229,"Hoang Quoc Viet, Nghia Tan, Cau Giay, Ha Noi",2024-06-08,2,2024,cau giay,13.0,50.0,nha rieng,,4.0,4.0,6.0,5.0,1.0,Yes,21.046054,105.7917616
7853,10230,"2, Khuong Thuong, Đong Đa, Ha Noi",2024-06-10,2,2024,đong đa,26.0,80.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7854,10231,"512, Hao Nam, O Cho Dua, Đong Đa, Ha Noi",2024-06-10,2,2024,đong đa,19.0,62.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7855,10232,"Nguyen Chi Thanh, Lang Ha, Đong Đa, Ha Noi",2024-06-10,2,2024,đong đa,20.0,64.0,nha rieng,Khong xac đinh,6.0,11.0,,10.0,1.0,Yes,10.8019128,106.7647475
7856,10233,"Tran Huu Tuoc, Nam Đong, Đong Đa, Ha Noi",2024-06-11,2,2024,đong đa,10.9,70.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7857,10234,"82, Chua Lang, Lang Thuong, Đong Đa, Ha Noi",2024-06-11,2,2024,đong đa,17.9,62.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7858,10235,"Ton Đuc Thang, Quoc Tu Giam, Đong Đa, Ha Noi",2024-05-05,2,2024,đong đa,15.3,68.0,nha rieng,Khong xac đinh,6.0,18.0,,18.0,1.0,Yes,10.8019128,106.7647475
7859,10236,"Đoi Can, Ba Đinh, Ha Noi",2024-05-10,2,2024,ba đinh,14.5,40.0,nha rieng,Khong xac đinh,5.0,3.0,5.0,3.0,1.0,Yes,21.0353818,105.8192757
7860,10237,"Thai Thinh, Thinh Quang, Đong Đa, Ha Noi",2024-05-10,2,2024,đong đa,12.8,46.0,nha rieng,Đong Bac,7.0,12.0,,11.0,1.0,Yes,10.8019128,106.7647475
7861,10238,"Đinh Cong, Hoang Mai, Ha Noi",2024-05-06,2,2024,hoang mai,3.5,70.0,nha rieng,,,,5.0,2.0,2.0,Yes,20.9831371,105.8319653
7862,10239,"Đoi Can, Ba Đinh, Ha Noi",2024-05-10,2,2024,ba đinh,8.6,42.0,nha rieng,,7.0,4.0,4.0,4.0,1.0,Yes,10.7971686,106.6756073
7863,10240,"Lang, Lang Thuong, Đong Đa, Ha Noi",2024-05-12,2,2024,đong đa,7.65,32.0,nha rieng,,,,,,,Not provided,21.0215775,105.801083
7864,10241,"Hoang Hoa Tham, Ngoc Ha, Ba Đinh, Ha Noi",2024-05-10,2,2024,ba đinh,11.8,50.0,nha rieng,Khong xac đinh,5.0,3.0,5.0,5.0,1.0,Yes,21.040244,105.825993
7865,10242,"P6B13, Ngo 3, Cau Giay, Lang Thuong, Đong Đa, Ha Noi",2024-05-13,2,2024,cau giay,15.0,49.0,nha rieng,,,,,,,Not provided,21.0289243,105.8023699
7866,10243,"Phuong Liet, Thanh Xuan, Ha Noi",2024-05-14,2,2024,thanh xuan,5.75,123.0,nha rieng,,,2.0,,3.0,1.0,Not provided,20.9925823,105.8393044
7867,10244,"Vuong Thua Vu, Khuong Mai, Thanh Xuan, Ha Noi",2024-05-13,2,2024,thanh xuan,6.8,58.0,nha rieng,,4.0,3.0,5.0,4.0,1.0,Yes,10.876248,106.660338
7868,10245,"Hoang Cau, O Cho Dua, Đong Đa, Ha Noi",2024-05-14,2,2024,đong đa,12.2,50.0,nha rieng,,,,,,,Not provided,21.0164718,105.8219245
7869,10249,"Thanh Nhan, Hai Ba Trung, Ha Noi",2024-05-20,2,2024,hai ba trung,1.75,55.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7870,10250,"Hang Bo, Hoan Kiem, Ha Noi",2024-05-20,2,2024,hoan kiem,2.45,70.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7871,10251,"Nam Đong, Đong Đa, Ha Noi",2024-05-22,2,2024,đong đa,7.7,42.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7872,10252,"Khuong Trung, Thanh Xuan, Ha Noi",2024-05-22,2,2024,thanh xuan,4.6,33.0,nha rieng,,,,,,,Not provided,10.876248,106.660338
7873,10254,"Hong Ha, Phuc Xa, Ba Đinh, Ha Noi",2024-04-12,2,2024,ba đinh,14.0,66.0,nha rieng,,4.0,4.0,8.0,5.0,1.0,Yes,21.0446989,105.8467507
7874,10255,"An Khanh, Hoai Đuc, Ha Noi",2024-04-13,2,2024,hoai đuc,3.5,30.0,nha rieng,,,,,,,Not provided,20.9994708,105.7204476
7875,10256,"Nghia Tan, Nghia Tan, Cau Giay, Ha Noi",2024-04-13,2,2024,cau giay,12.0,52.0,nha rieng,,,,,,,Not provided,21.0434546,105.7907354
7876,10257,"603, Lac Long Quan, Xuan La, Tay Ho, Ha Noi",2024-04-14,2,2024,tay ho,32.0,139.0,nha rieng,,6.0,6.0,8.0,8.0,1.0,Yes,21.0602661,105.8089403
7877,10258,"Hoang Quoc Viet, Co Nhue 1, Bac Tu Liem, Ha Noi",2024-04-14,2,2024,,16.0,70.0,nha rieng,,3.0,4.0,10.0,,1.0,Yes,21.0460525,105.793266
7878,10259,"Yen Nghia, Ha Đong, Ha Noi",2024-04-15,2,2024,ha đong,3.2,34.0,nha rieng,,,,,,,Not provided,20.9540586,105.7409852
7879,10260,"Tan Mai, Hoang Mai, Ha Noi",2024-04-15,2,2024,hoang mai,12.9,80.0,nha rieng,,,,,,,Not provided,20.983687,105.848156
7880,10261,"Linh Nam, Hoang Mai, Ha Noi",2024-04-15,2,2024,hoang mai,3.15,27.0,nha rieng,,,,,,,Not provided,20.9770005,105.896559
7881,10262,"Đinh Cong, Hoang Mai, Ha Noi",2024-04-15,2,2024,hoang mai,10.5,60.0,nha rieng,,,,,,,Not provided,20.9831371,105.8319653
7882,10263,"Hoang Cong Chat, Phu Dien, Bac Tu Liem, Ha Noi",2024-04-18,2,2024,,7.3,30.0,nha rieng,Tay Bac,4.0,4.0,5.0,3.0,1.0,Yes,21.0447602,105.7664954
7883,10264,"Linh Nam, Hoang Mai, Ha Noi",2024-04-20,2,2024,hoang mai,6.9,50.0,nha rieng,,,,,,,Not provided,20.9770005,105.896559
7884,10265,"Tan Mai, Hoang Mai, Ha Noi",2024-04-22,2,2024,hoang mai,1.99,90.0,nha rieng,,,,,,,Not provided,20.983687,105.848156
7885,10266,"277, Giap Nhat, Nhan Chinh, Thanh Xuan, Ha Noi",2024-04-21,2,2024,thanh xuan,30.0,80.0,nha rieng,,,,,,,Not provided,21.0083089,105.81377309999999
7886,10267,"68, Nam Tu Liem, Ha Noi",2024-04-22,2,2024,,0.5,18.0,nha rieng,,,,,,,Not provided,21.0034608,105.7703287
7887,10268,"Nguyen Trai, Thanh Xuan Nam, Thanh Xuan, Ha Noi",2024-04-24,2,2024,thanh xuan,11.2,62.0,nha rieng,,,,6.0,,,Yes,20.9889898,105.7999371
7888,10269,"Phung Chau, Chuong My, Ha Noi",2024-04-25,2,2024,chuong my,2.9,35.0,nha rieng,,,,,,,Not provided,20.948948,105.7028457
7889,10270,"Ngach 189/105, Hoang Hoa Tham, Lieu Giai, Ba Đinh, Ha Noi",2024-04-25,2,2024,ba đinh,5.55,200.0,nha rieng,,4.0,4.0,12.5,4.0,1.0,Yes,21.0421723,105.8176719
7890,10271,"Đai Kim, Hoang Mai, Ha Noi",2024-03-25,1,2024,hoang mai,2.75,65.0,nha rieng,,,2.0,,2.0,1.0,Yes,20.9772808,105.8359707
7891,10272,Ha Noi,2024-03-26,1,2024,,6.15,69.0,nha rieng,,,,,4.0,,Yes,21.0277644,105.8341598
7892,10273,Ha Noi,2024-03-23,1,2024,,6.0,62.0,nha rieng,,,,,,,Yes,21.0277644,105.8341598
7893,10274,"Phuong Bai, Bien Giang, Ha Đong, Ha Noi",2024-03-26,1,2024,ha đong,2.35,30.0,nha rieng,Đong,5.0,3.0,9.0,3.0,1.0,Yes,20.9339266,105.71671
7894,10275,Ha Noi,2024-03-26,1,2024,,2.5,17.0,nha rieng,,2.0,,4.0,2.0,,Yes,21.0277644,105.8341598
7895,10276,Ha Noi,2024-03-28,1,2024,,5.1,130.0,nha rieng,,5.0,,3.0,,,Yes,21.0277644,105.8341598
7896,10277,"131 Thai Ha, Thai Ha, Đong Đa, Ha Noi",2024-03-26,1,2024,đong đa,17.75,57.8,nha rieng,Tay Nam,3.0,3.0,3.0,4.0,1.0,Yes,21.0133274,105.8195473
7897,10278,"Ly Nam Đe, Hang Ma, Hoan Kiem, Ha Noi",2024-03-28,1,2024,hoan kiem,29.0,88.0,nha rieng,,5.0,5.0,9.0,5.0,1.0,Yes,21.0375046,105.8454871
7898,10279,"Quoc Tu Giam, Đong Đa, Ha Noi",2024-03-29,1,2024,đong đa,2.95,75.0,nha rieng,,,,,,,Not provided,21.0272556,105.8326992
7899,10280,"Linh Nam, Hoang Mai, Ha Noi",2024-03-28,1,2024,hoang mai,3.4,34.0,nha rieng,,4.0,3.0,3.0,3.0,1.0,Yes,20.9819271,105.8799107
7900,10281,"Đai Kim, Hoang Mai, Ha Noi",2024-03-28,1,2024,hoang mai,2.68,65.0,nha rieng,,,,,2.0,1.0,Yes,20.9772808,105.8359707
7901,10282,"Đai Kim, Hoang Mai, Ha Noi",2024-03-29,1,2024,hoang mai,8.3,40.0,nha rieng,,,,,,,Not provided,20.9739692,105.8216911
7902,10284,"Lac Long Quan, Xuan La, Tay Ho, Ha Noi",2024-03-30,1,2024,tay ho,23.0,100.0,nha rieng,,,,,,,Not provided,21.0603154,105.8090255
7903,10285,"Đai Kim, Hoang Mai, Ha Noi",2024-04-03,2,2024,hoang mai,9.0,40.0,nha rieng,,,4.0,5.0,4.0,1.0,Yes,20.9739692,105.8216911
7904,10286,"Linh Nam, Hoang Mai, Ha Noi",2024-04-03,2,2024,hoang mai,4.15,45.0,nha rieng,,,,,,,Not provided,20.9770005,105.896559
7905,10287,"Đai Kim, Hoang Mai, Ha Noi",2024-03-13,1,2024,hoang mai,2.75,63.0,nha rieng,,,2.0,,2.0,1.0,Yes,20.9772808,105.8359707
7906,10288,"Nga Tu So, Đong Đa, Ha Noi",2024-03-13,1,2024,đong đa,4.85,24.0,nha rieng,,5.0,3.0,4.0,3.0,1.0,Yes,21.0067052,105.8205335
7907,10289,"Tran Cung, Nghia Tan, Cau Giay, Ha Noi",2024-03-13,1,2024,cau giay,12.3,61.0,nha rieng,,,,,,,Not provided,21.0492,105.7899311
7908,10291,"Hoang Mai, Ha Noi",2024-03-14,1,2024,hoang mai,3.25,25.0,nha rieng,,4.0,3.0,,3.0,1.0,Yes,20.9836984,105.8636257
7909,10292,"147, Ngo Xa Đan, Nam Đong, Đong Đa, Ha Noi",2024-03-14,1,2024,đong đa,20.0,550.0,nha rieng,,5.0,8.0,5.0,6.0,2.0,Yes,21.0142451,105.8316192
7910,10293,"Khuong Trung, Thanh Xuan, Ha Noi",2024-03-14,1,2024,thanh xuan,5.2,29.0,nha rieng,,,,,,,Not provided,21.0018458,105.8247968
7911,10294,"Khuong Đinh, Thanh Xuan, Ha Noi",2024-03-14,1,2024,thanh xuan,4.6,30.0,nha rieng,,,,,,,Not provided,20.9887356,105.8187558
7912,10295,"Nghia Tan, Cau Giay, Ha Noi",2024-03-14,1,2024,cau giay,8.5,61.0,nha rieng,,,,,,,Not provided,21.0492,105.7899311
7913,10297,"Linh Nam, Hoang Mai, Ha Noi",2024-03-16,1,2024,hoang mai,3.35,33.0,nha rieng,,4.0,3.0,,3.0,1.0,Yes,20.9819271,105.8799107
7914,10298,"Tam Trinh, Hoang Van Thu, Hoang Mai, Ha Noi",2024-03-19,1,2024,hoang mai,0.14,80.0,nha rieng,,4.0,,12.5,4.0,1.0,Yes,20.9859458,105.8636328
7915,10299,"Hoa Lan, Phuong 2, Ha Noi",2024-03-19,1,2024,,24.8,64.0,nha rieng,,6.0,,8.0,6.0,1.0,Yes,21.0277644,105.8341598
7916,10300,"Van Cao, Lieu Giai, Ba Đinh, Ha Noi",2024-03-16,1,2024,ba đinh,21.9,75.0,nha rieng,,6.0,5.0,6.0,4.0,1.0,Yes,21.0404823,105.8158982
7917,10302,"nha so 36/74 ngo thinh hao 1, Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2024-03-19,1,2024,đong đa,2.4,60.0,nha rieng,Nam,1.0,1.0,10.0,1.0,1.0,Yes,21.0238733,105.8312579
7918,10303,"Nga Tu So, Đong Đa, Ha Noi",2024-03-13,1,2024,đong đa,6.5,29.0,nha rieng,,,,,,,Not provided,21.0099889,105.8311823
7919,10304,"Quan Hoa, Cau Giay, Ha Noi",2024-03-19,1,2024,cau giay,26.0,103.0,nha rieng,,,,10.0,,,Yes,21.0377412,105.8008204
7920,10305,Ha Noi,2024-03-20,1,2024,,3.9,49.0,nha rieng,,1.0,,2.0,3.0,,Yes,21.0277644,105.8341598
7921,10307,"Linh Nam, Hoang Mai, Ha Noi",2024-02-29,1,2024,hoang mai,3.45,33.0,nha rieng,,5.0,4.0,5.0,4.0,1.0,Yes,20.9770005,105.896559
7922,10308,"Hoang Mai, Ha Noi",2024-02-28,1,2024,hoang mai,1.37,42.0,nha rieng,,,1.0,5.0,2.0,1.0,Yes,20.9836984,105.8636257
7923,10309,"Nhan Chinh, Thanh Xuan, Ha Noi",2024-03-16,1,2024,thanh xuan,3.6,81.0,nha rieng,,,2.0,,2.0,1.0,Yes,21.0046148,105.8040796
7924,10311,"Hai Ba Trung, Ha Noi",2024-02-29,1,2024,hai ba trung,3.19,32.0,nha rieng,,5.0,3.0,3.0,3.0,1.0,Yes,21.0090571,105.8607507
7925,10312,"Đoi Can, Ba Đinh, Ha Noi",2024-03-01,1,2024,ba đinh,3.5,90.0,nha rieng,,,2.0,5.0,3.0,1.0,Yes,21.0353698,105.8192143
7926,10314,"Tan Mai, Hoang Mai, Ha Noi",2024-03-02,1,2024,hoang mai,2.65,65.0,nha rieng,,,1.0,5.0,2.0,1.0,Yes,20.9835937,105.8451327
7927,10315,"Đinh Cong, Hoang Mai, Ha Noi",2024-03-02,1,2024,hoang mai,3.79,100.0,nha rieng,,,2.0,5.0,3.0,1.0,Yes,20.9780668,105.8360158
7928,10316,"Đinh Cong, Hoang Mai, Ha Noi",2024-03-03,1,2024,hoang mai,4.85,35.0,nha rieng,,5.0,7.0,3.0,7.0,1.0,Yes,20.9780668,105.8360158
7929,10317,"Truong Đinh, Hai Ba Trung, Ha Noi",2024-03-02,1,2024,hai ba trung,4.5,98.0,nha rieng,,,2.0,5.0,3.0,1.0,Yes,20.9956569,105.8512484
7930,10318,"Tan Mai, Hoang Mai, Ha Noi",2024-03-04,1,2024,hoang mai,1.65,15.0,nha rieng,,4.0,2.0,3.0,2.0,1.0,Yes,20.9835937,105.8451327
7931,10321,"Khuong Đinh, Thanh Xuan, Ha Noi",2024-03-04,1,2024,thanh xuan,34.0,160.0,nha rieng,Đong Nam,7.0,8.0,17.5,,,Yes,20.99771055068393,105.81626671003418
